a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,max_real
0.1,3.0,1.0,3.0,7.0,8.0,1.0045246645604258,1.4279675164975484e-27,0.11706392350354355,3.4847912784279114,0.0,-13.825599635507444,0.0,3.4847912784279114
0.1,3.0,1.0,5.0,7.0,8.0,1.0045246645604258,2.2560928851255175e-27,0.11706392350354355,3.4847912784279114,0.0,-13.798191711135356,0.0,3.4847912784279114
0.1,3.0,1.0,3.0,5.0,6.0,1.0077477113925568,1.3106719599080012e-26,0.15370379181922011,3.6430618755441264,0.0,-13.800636334805713,0.0,3.6430618755441264
0.1,3.0,1.0,5.0,5.0,6.0,1.0077477113925568,3.6724837811721e-26,0.15370379181922011,3.6430618755441264,0.0,-13.7533866235665,0.0,3.6430618755441264
0.1,3.0,1.0,7.0,5.0,6.0,1.0077477113925568,7.285764938076923e-26,0.15370379181922011,3.6430618755441264,0.0,-13.706136912327288,0.0,3.6430618755441264
