a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,max_real
0.1,5.0,1.0,9.0,0.5,14.0,-3.215761314092439e-22,0.25532385038094024,1.0419080297971528,-1.751816881819854,0.0,4.921764328878617,0.0,4.921764328878617
0.1,4.0,1.0,9.0,5.0,14.0,-2.5655894766384815e-22,0.25532385038094024,1.0419080297971528,-1.7518168829309653,0.0,4.921764328878617,0.0,4.921764328878617
0.1,3.0,1.0,9.0,3.0,14.0,-1.9309759957193997e-22,0.25532385038094024,1.0419080297971528,-1.7518168840420762,0.0,4.921764328878617,0.0,4.921764328878617
0.1,6.5,3.0,9.0,1.0,14.0,-1.3176365788011906e-23,0.25532385038094024,1.0419080297971528,-3.9229615652647567,0.0,4.921764328878617,0.0,4.921764328878617
0.1,5.5,3.0,9.0,3.0,14.0,-1.1133358038452426e-23,0.25532385038094024,1.0419080297971528,-3.9229615663758683,0.0,4.921764328878617,0.0,4.921764328878617
