a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag
0.1,3.0,1.0,3.0,7.0,8.0,-2.340405716600167e-28,4.841963253829503e-24,1.0,-0.9999999966666667,0.0,-10.119999868799999,0.0
0.1,3.0,1.0,3.0,7.0,8.0,6.997030328706563e-21,0.6840537753671422,1.1754735878477653,-6.163978333205461,0.0,11.449960473267264,0.0
0.1,3.0,1.0,3.0,7.0,8.0,1.0045246645604258,1.4279675164975484e-27,0.11706392350354355,3.4847912784279114,0.0,-13.825599635507444,0.0
0.1,3.0,1.0,3.0,7.0,10.0,-2.107964389017721e-28,4.866911275779957e-24,1.0,-0.9999999966666671,0.0,-10.119999868799999,0.0
0.1,3.0,1.0,3.0,7.0,10.0,-8.933351575237803e-20,0.6993236796618852,1.1467160826807516,-6.313085654269631,0.0,11.194027151605843,0.0
0.1,3.0,1.0,3.0,7.0,10.0,1.022785245804872,6.790002800022594e-24,0.2677372386747072,4.153071044176354,0.0,-13.679056529567264,0.0
0.1,3.0,1.0,3.0,7.0,12.0,-1.959707987087493e-28,4.883587450189683e-24,1.0,-0.9999999966666671,0.0,-10.119999868799999,0.0
0.1,3.0,1.0,3.0,7.0,12.0,-3.0412909256682307e-18,0.710064638579939,1.1260479477404148,-6.420824080905225,0.0,11.019280744805249,0.0
0.1,3.0,1.0,3.0,7.0,12.0,1.0413248500188528,1.310470329788225e-29,0.36745815809437465,4.61656792788579,0.0,-13.517347882967092,0.0
0.1,3.0,1.0,3.0,7.0,14.0,-1.8570998563285096e-28,4.895520549102961e-24,1.0,-0.9999999966666671,0.0,-10.119999868799999,0.0
0.1,3.0,1.0,3.0,7.0,14.0,-2.613221670629104e-17,0.7180272206142919,1.1104778049020896,-6.50221572697716,0.0,10.892715117757698,0.0
