rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,unstable,max_real
5.0,5.0,7.0,7.0,10.92,3.7097089150222746e-20,6.064296542451011e-21,1.0,-48.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,7.0,10.92,3.9715823416117723e-20,1.0346404788226855e-20,1.0,-58.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,5.08,12.5,4.063707885968375e-20,5.633918064421043e-21,1.0,-56.2448,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,5.0,7.0,7.0,9.0,4.1809129164186036e-20,7.03217197419782e-21,1.0,-48.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,5.08,10.92,4.3711040343469924e-20,6.170452128206086e-21,1.0,-56.2448,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,7.0,12.5,4.4326598428528624e-20,7.546745160123468e-21,1.0,-56.7648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,7.0,10.92,4.9355514048378647e-20,8.578374891347949e-21,1.0,-56.7648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,5.08,9.0,4.936138266864251e-20,7.178082514504983e-21,1.0,-56.2448,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,7.0,9.0,4.965644865601526e-20,1.3205207426231e-20,1.0,-58.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,5.0,7.0,5.08,12.5,4.993034156620478e-20,3.38510165437339e-21,1.0,-46.18,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,5.0,7.0,5.08,10.92,5.067704574465078e-20,3.459862343149096e-21,1.0,-46.18,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,5.0,7.0,5.08,9.0,5.1958137679374447e-20,3.5895150281795056e-21,1.0,-46.18,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,3.0,12.5,5.419250922583216e-20,3.304376116925156e-21,1.0,-54.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,3.0,10.92,5.489807651688142e-20,3.3663263104452484e-21,1.0,-54.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,5.08,12.5,5.525029955367059e-20,4.712222878232008e-21,1.0,-54.8448,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,3.0,9.0,5.610575536444744e-20,3.4733174576711334e-21,1.0,-54.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,5.08,10.92,5.803144152399369e-20,5.041361497284357e-21,1.0,-54.8448,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,7.0,9.0,5.897931780455844e-20,1.0598706184165466e-20,1.0,-56.764799999999994,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,7.0,12.5,5.946755308318219e-20,8.819065668400449e-21,1.0,-62.93,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,5.08,9.0,6.30000254657092e-20,5.6430401742499805e-21,1.0,-54.8448,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,7.0,10.92,6.717726332529498e-20,1.0215908968660946e-20,1.0,-62.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,5.08,12.5,6.98965646591005e-20,5.573819535704784e-21,1.0,-61.010000000000005,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,5.08,10.92,7.46228598061397e-20,6.097598034196764e-21,1.0,-61.01,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,7.0,12.5,7.515521353821579e-20,7.45906785221229e-21,1.0,-61.53,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,7.0,12.5,7.668490636654789e-20,5.465547833726897e-21,1.0,-54.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,3.0,9.0,7.870753583206337e-20,2.6610352343087863e-21,1.0,-52.764799999999994,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,3.0,10.92,7.92708280577535e-20,2.700889042598629e-21,1.0,-52.7648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,7.6,7.0,3.0,12.5,7.960668923584418e-20,2.724728343423761e-21,1.0,-52.7648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,5.0,7.0,3.0,9.0,8.128269125060872e-20,1.6055356575649233e-21,1.0,-44.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,7.0,10.92,8.151716948928623e-20,5.964500715448504e-21,1.0,-54.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,7.0,9.0,8.217004602155072e-20,1.3007504797482291e-20,1.0,-62.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,7.0,10.92,8.277720628468744e-20,8.467295197957161e-21,1.0,-61.53,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,5.08,9.0,8.322683226198543e-20,7.079484241465474e-21,1.0,-61.01,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,5.0,7.0,3.0,10.92,8.568636334053236e-20,1.786925400100131e-21,1.0,-44.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,5.0,7.0,3.0,12.5,8.840008282079029e-20,1.9025187410204273e-21,1.0,-44.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,7.0,9.0,9.026910064602812e-20,6.897599018551141e-21,1.0,-54.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,3.0,12.5,9.251074879693689e-20,3.2696515958370306e-21,1.0,-58.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,5.08,12.5,9.339999380482554e-20,4.658877402761224e-21,1.0,-59.61,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,3.0,10.92,9.360512167204162e-20,3.327861301245378e-21,1.0,-58.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,9.0,7.0,3.0,9.0,9.547396178269472e-20,3.428242778583921e-21,1.0,-58.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,7.0,9.0,9.71660388894415e-20,1.0437864185618476e-20,1.0,-61.53,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,5.08,10.92,9.760684860774984e-20,4.9787273045614525e-21,1.0,-59.61,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,5.08,9.0,1.0507170288723056e-19,5.562423083088109e-21,1.0,-59.61,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,5.08,12.5,1.0862339833327018e-19,3.3336235956809937e-21,1.0,-52.2448,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,5.08,10.92,1.100298040918278e-19,3.402664197234957e-21,1.0,-52.2448,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,5.08,9.0,1.1243412894242248e-19,3.522144943721987e-21,1.0,-52.2448,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,7.0,12.5,1.2610732591710886e-19,5.395864632390428e-21,1.0,-58.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,3.0,9.0,1.3116383899638004e-19,2.6238963192232542e-21,1.0,-57.53,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,3.0,10.92,1.3194367644356148e-19,2.667532721864519e-21,1.0,-57.53,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,7.6,7.0,3.0,12.5,1.3240813027957433e-19,2.6936616630680625e-21,1.0,-57.53,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,7.0,10.92,1.33210739427408e-19,5.8810250448016016e-21,1.0,-58.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,7.0,9.0,1.4597075000846857e-19,6.786720667706915e-21,1.0,-58.93,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,3.0,9.0,1.7072060462799177e-19,1.5739996491468288e-21,1.0,-50.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,5.08,12.5,1.7562151081687494e-19,3.290724607592155e-21,1.0,-57.01,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,5.08,10.92,1.7768140379963365e-19,3.3550581960315225e-21,1.0,-57.01,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,3.0,10.92,1.7831590625942438e-19,1.7556553577139535e-21,1.0,-50.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,5.08,9.0,1.8119498592959762e-19,3.4662005943979446e-21,1.0,-57.01,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,5.0,7.0,3.0,12.5,1.8296840623294876e-19,1.8716078133618554e-21,1.0,-50.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,3.0,9.0,2.6881540740220406e-19,1.5484262174818547e-21,1.0,-54.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,3.0,10.92,2.7929077744313586e-19,1.7304551771640066e-21,1.0,-54.93,0.0,20.119999999999997,0.0,True,20.119999999999997
6.5,5.0,7.0,3.0,12.5,2.8568499666927013e-19,1.8467900220916617e-21,1.0,-54.93,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,9.0,3.5,7.0,12.5,1.0028726324875208,2.221246137928737e-21,0.07470676436694612,35.58457250369774,0.0,7.2558757778417915,0.0,True,35.58457250369774
5.0,9.0,5.4,7.0,12.5,1.0028726324875208,2.7113745691290523e-22,0.07470676436694612,35.58457250369774,0.0,7.26647986906193,0.0,True,35.58457250369774
5.0,9.0,7.0,7.0,12.5,1.0028726324875208,2.249972783893677e-23,0.07470676436694612,35.58457250369774,0.0,7.275409630089416,0.0,True,35.58457250369774
5.0,5.0,3.5,5.08,9.0,1.006923649033829,1.5124005933928684e-22,0.14607490209158902,36.27500647629779,0.0,7.263395444919666,0.0,True,36.27500647629779
5.0,5.0,7.0,5.08,9.0,1.006923649033829,1.239886972947452e-17,0.14607490209158902,36.27500647629779,0.0,7.338078014493401,0.0,True,36.27500647629779
5.0,5.0,3.5,7.0,10.92,1.0055878938205844,4.1001641927706436e-22,0.12028693993718576,36.29685593089205,0.0,7.255080296356745,0.0,True,36.29685593089205
5.0,5.0,5.4,7.0,10.92,1.0055878938205844,1.2776097567487539e-23,0.12028693993718576,36.29685593089205,0.0,7.282571297403703,0.0,True,36.29685593089205
5.0,5.0,7.0,7.0,10.92,1.0055878938205844,3.7412984540621254e-17,0.12028693993718576,36.29685593089205,0.0,7.305721614074825,0.0,True,36.29685593089205
5.0,9.0,3.5,5.08,10.92,1.0057454798261456,5.716929569311314e-22,0.1126007660781011,36.848497184862154,0.0,7.2469610382090766,0.0,True,36.848497184862154
5.0,9.0,5.4,5.08,10.92,1.0057454798261456,2.6416258741936487e-23,0.1126007660781011,36.848497184862154,0.0,7.27105100999969,0.0,True,36.848497184862154
5.0,9.0,7.0,5.08,10.92,1.0057454798261456,3.0729787880485805e-17,0.1126007660781011,36.848497184862154,0.0,7.29133730203389,0.0,True,36.848497184862154
5.0,5.0,3.5,7.0,10.92,1.082734781203962,0.47804348506475863,0.05337461049189485,37.126100472932464,0.0,-7.953155512132617,0.0,True,37.126100472932464
5.0,9.0,3.5,3.0,9.0,1.0089001589104083,1.1281229068503018e-22,0.1517670577921275,37.46622448686324,0.0,7.2460210851088105,0.0,True,37.46622448686324
5.0,9.0,5.4,3.0,9.0,1.0089001589104083,8.187488296970296e-18,0.1517670577921275,37.46622448686324,0.0,7.28978424078748,0.0,True,37.46622448686324
5.0,9.0,7.0,3.0,9.0,1.0089001589104083,1.0587237585081947e-17,0.1517670577921275,37.46622448686324,0.0,7.326637424516886,0.0,True,37.46622448686324
5.0,7.6,3.5,7.0,12.5,1.0828084543668535,0.4779043874759451,0.05093226439429155,37.507748760114495,0.0,-7.940404173982286,0.0,True,37.507748760114495
5.0,7.6,3.5,7.0,12.5,1.0071751015770842,3.496491698266066e-22,0.12355694395539629,37.57505235490875,0.0,7.23918225576325,0.0,True,37.57505235490875
5.0,7.6,5.4,7.0,12.5,1.0071751015770842,1.2436000501369809e-23,0.12355694395539629,37.57505235490875,0.0,7.268188260722485,0.0,True,37.57505235490875
5.0,7.6,7.0,7.0,12.5,1.0071751015770842,3.789900939877781e-17,0.12355694395539629,37.57505235490875,0.0,7.2926143701618376,0.0,True,37.57505235490875
5.0,7.6,3.5,5.08,10.92,1.0115237297471071,4.345312658715479e-23,0.16796330843658358,38.4300256845002,0.0,7.233136358760603,0.0,True,38.4300256845002
5.0,7.6,5.4,5.08,10.92,1.0115237297471071,3.791358845707406e-17,0.16796330843658358,38.4300256845002,0.0,7.28673853742443,0.0,True,38.4300256845002
5.0,7.6,7.0,5.08,10.92,1.0115237297471071,5.5813630811945885e-18,0.16796330843658358,38.4300256845002,0.0,7.331877214193972,0.0,True,38.4300256845002
5.0,5.0,3.5,5.08,9.0,1.084740620358786,0.47789685551421174,0.09780548197634031,38.53718919736977,0.0,-7.961295136081012,0.0,True,38.53718919736977
5.0,7.6,3.5,3.0,9.0,1.016447917295949,8.866701171818448e-25,0.2193854104097941,38.705576884537486,0.0,7.244431597887012,0.0,True,38.705576884537486
5.0,7.6,5.4,3.0,9.0,1.016447917295949,6.964643829580851e-18,0.2193854104097941,38.705576884537486,0.0,7.335878518658292,0.0,True,38.705576884537486
5.0,7.6,7.0,3.0,9.0,1.016447917295949,5.067578195161529e-20,0.2193854104097941,38.705576884537486,0.0,7.412886451939371,0.0,True,38.705576884537486
5.0,5.0,3.5,3.0,9.0,1.0316081871667557,1.6152294041270971e-18,0.3496461127708732,39.03354064930178,0.0,7.3222230214127775,0.0,True,39.03354064930178
5.0,5.0,5.4,3.0,9.0,1.0316081871667557,3.294062811352117e-23,0.3496461127708732,39.03354064930178,0.0,7.554502589346764,0.0,True,39.03354064930178
5.0,5.0,7.0,3.0,9.0,1.0316081871667557,1.0315199312528049e-22,0.3496461127708732,39.03354064930178,0.0,7.750106436028015,0.0,True,39.03354064930178
5.0,5.0,5.4,7.0,10.92,1.0849074826739342,0.4784610802878064,0.08923669342975826,39.1231126658991,0.0,-7.976838729652804,0.0,True,39.1231126658991
5.0,9.0,5.4,5.08,10.92,1.0846712616160756,0.4781054938822749,0.0808952140276542,39.408675472647914,0.0,-7.966580779195516,0.0,True,39.408675472647914
5.0,5.0,3.5,7.0,12.5,1.0175660367558121,8.02185308252067e-25,0.2130651142392126,39.51563954307988,0.0,7.221560861090444,0.0,True,39.51563954307988
5.0,5.0,5.4,7.0,12.5,1.0175660367558121,9.41432815011595e-18,0.2130651142392126,39.51563954307988,0.0,7.307814672611404,0.0,True,39.51563954307988
5.0,5.0,7.0,7.0,12.5,1.0175660367558121,1.8785953973525901e-19,0.2130651142392126,39.51563954307988,0.0,7.380449461260635,0.0,True,39.51563954307988
5.0,7.6,5.4,7.0,12.5,1.0848324147179758,0.4780171951671382,0.0819039676224691,39.55083964858714,0.0,-7.966203755788507,0.0,True,39.55083964858714
5.0,5.0,3.5,5.08,10.92,1.024078101571314,2.435342787151746e-17,0.2720312671672406,39.586830349619184,0.0,7.243898181118396,0.0,True,39.586830349619184
5.0,5.0,5.4,5.08,10.92,1.024078101571314,2.4521024635024494e-19,0.2720312671672406,39.586830349619184,0.0,7.384500100719963,0.0,True,39.586830349619184
5.0,5.0,7.0,5.08,10.92,1.024078101571314,4.123546641368596e-24,0.2720312671672406,39.586830349619184,0.0,7.502901717226546,0.0,True,39.586830349619184
5.0,9.0,3.5,3.0,9.0,1.0858152443115,0.4773081277063015,0.10610223165182397,39.654878746078545,0.0,-7.944737329218971,0.0,True,39.654878746078545
5.0,5.0,3.5,3.0,10.92,1.051040186799128,6.0577827697769684e-18,0.4436107959279211,40.04914518002846,0.0,7.3463568594628486,0.0,True,40.04914518002846
5.0,5.0,5.4,3.0,10.92,1.051040186799128,3.567406298853811e-21,0.4436107959279211,40.04914518002846,0.0,7.720258882164075,0.0,True,40.04914518002846
5.0,5.0,7.0,3.0,10.92,1.051040186799128,1.4849614081964606e-18,0.4436107959279211,40.04914518002846,0.0,8.035123743386162,0.0,True,40.04914518002846
5.0,7.6,3.5,5.08,10.92,1.0865702131208828,0.47697038643549633,0.11284023355022299,40.13658766944643,0.0,-7.932795008247486,0.0,True,40.13658766944643
5.0,5.0,3.5,3.0,12.5,1.0651886212770316,4.3823626944205414e-23,0.5007642084848521,40.4329656570379,0.0,7.36011000019444,0.0,True,40.4329656570379
5.0,5.0,5.4,3.0,12.5,1.0651886212770316,8.67647328557236e-19,0.5007642084848521,40.4329656570379,0.0,7.836563105943415,0.0,True,40.4329656570379
5.0,5.0,7.0,3.0,12.5,1.0651886212770316,1.74780513056918e-17,0.5007642084848521,40.4329656570379,0.0,8.23778677394255,0.0,True,40.4329656570379
5.0,5.0,5.4,5.08,9.0,1.0886588797767445,0.47959455844355536,0.1398231835824224,40.632024305280446,0.0,-7.987972486838041,0.0,True,40.632024305280446
5.0,9.0,3.5,5.08,12.5,1.0189500796650348,9.811595004676924e-25,0.20427809941943464,40.65099038509759,0.0,7.192236697289579,0.0,True,40.65099038509759
5.0,9.0,5.4,5.08,12.5,1.0189500796650348,1.0777198785574137e-17,0.20427809941943464,40.65099038509759,0.0,7.271522826904171,0.0,True,40.65099038509759
5.0,9.0,7.0,5.08,12.5,1.0189500796650348,2.6306575897487893e-19,0.20427809941943464,40.65099038509759,0.0,7.338290093948037,0.0,True,40.65099038509759
5.84,9.0,3.5,7.0,12.5,1.0025042504381836,9.955140318418927e-22,0.07538640962510568,40.8474546303746,0.0,7.260554470588822,0.0,True,40.8474546303746
5.84,9.0,5.4,7.0,12.5,1.0025042504381836,9.06889279895439e-23,0.07538640962510568,40.8474546303746,0.0,7.271352381025534,0.0,True,40.8474546303746
5.84,9.0,7.0,7.0,12.5,1.0025042504381836,3.7665031913291985e-24,0.07538640962510568,40.8474546303746,0.0,7.280445358235396,0.0,True,40.8474546303746
5.0,5.0,7.0,7.0,10.92,1.0877781859757554,0.47985805251396746,0.1182109089773612,40.89004130496958,0.0,-7.9812416823635655,0.0,True,40.89004130496958
5.0,5.0,3.5,5.08,12.5,1.0389268267426661,2.3660508482226866e-19,0.34547066791616476,41.0233891062649,0.0,7.223416573111866,0.0,True,41.0233891062649
5.0,5.0,5.4,5.08,12.5,1.0389268267426661,6.198230644861748e-18,0.34547066791616476,41.0233891062649,0.0,7.450181539653704,0.0,True,41.0233891062649
5.0,5.0,7.0,5.08,12.5,1.0389268267426661,2.5497172165722002e-21,0.34547066791616476,41.0233891062649,0.0,7.641141511478409,0.0,True,41.0233891062649
5.0,7.6,7.0,5.08,12.5,1.0260287554230705,1.0404116716093121e-22,0.2521370510591575,41.206395755606,0.0,7.406511856930818,0.0,True,41.206395755606
5.0,7.6,3.5,5.08,12.5,1.0260287554230707,2.6322107803226316e-17,0.25213705105915707,41.206395755606,0.0,7.184006033121987,0.0,True,41.206395755606
5.0,7.6,5.4,5.08,12.5,1.0260287554230707,4.0717901675672285e-19,0.25213705105915707,41.206395755606,0.0,7.304794908903922,0.0,True,41.206395755606
5.0,9.0,3.5,3.0,10.92,1.0288795274505482,1.2860089095421838e-17,0.2729443118084729,41.226412052222756,0.0,7.187975560979951,0.0,True,41.226412052222756
5.0,9.0,5.4,3.0,10.92,1.0288795274505482,5.284874987787515e-20,0.2729443118084729,41.226412052222756,0.0,7.329522895942293,0.0,True,41.226412052222756
5.0,7.6,3.5,3.0,10.92,1.0373263593074706,5.806297762328856e-19,0.32993474039781845,41.24735264739729,0.0,7.206130307297378,0.0,True,41.24735264739729
5.0,7.6,5.4,3.0,10.92,1.0373263593074706,2.7957871733415495e-17,0.32993474039781845,41.24735264739729,0.0,7.412958479847992,0.0,True,41.24735264739729
5.0,7.6,7.0,3.0,10.92,1.0373263593074706,7.002989182036211e-22,0.32993474039781845,41.24735264739729,0.0,7.587129572522193,0.0,True,41.24735264739729
5.0,7.6,7.0,7.0,12.5,1.0873932547385725,0.47886127759820085,0.10679813483285205,41.323628124362706,0.0,-7.982847626379458,0.0,True,41.323628124362706
5.0,9.0,7.0,5.08,10.92,1.087532071599817,0.4790394961958827,0.10950885784485198,41.40869440984886,0.0,-7.9729389328927995,0.0,True,41.40869440984886
5.84,5.0,3.5,5.08,9.0,1.0060480253097508,6.226749309769484e-23,0.1475594078265846,41.54510169680162,0.0,7.275232344940016,0.0,True,41.54510169680162
5.84,5.0,5.4,5.08,9.0,1.0060480253097508,3.6652897374733015e-17,0.1475594078265846,41.54510169680162,0.0,7.316602524732465,0.0,True,41.54510169680162
5.84,5.0,7.0,5.08,9.0,1.0060480253097508,5.777061296222717e-18,0.1475594078265846,41.54510169680162,0.0,7.3514405708734785,0.0,True,41.54510169680162
5.84,5.0,3.5,7.0,10.92,1.0048822762854481,1.783796307588925e-22,0.12152108998810196,41.56902261531571,0.0,7.264423736814787,0.0,True,41.56902261531571
5.84,5.0,5.4,7.0,10.92,1.0048822762854481,2.5211452188991198e-24,0.12152108998810196,41.56902261531571,0.0,7.29248174990739,0.0,True,41.56902261531571
5.84,5.0,7.0,7.0,10.92,1.0048822762854481,2.599799672573696e-17,0.12152108998810196,41.56902261531571,0.0,7.3161095504064235,0.0,True,41.56902261531571
5.0,5.0,3.5,7.0,12.5,1.0909458804854193,0.4760638374016564,0.1589344828862843,41.656031447606765,0.0,-7.924061295476475,0.0,True,41.656031447606765
5.0,7.6,3.5,3.0,9.0,1.0931013509528755,0.47640285300270313,0.18547100474754352,42.00422876809384,0.0,-7.948170862506842,0.0,True,42.00422876809384
5.0,9.0,5.4,3.0,9.0,1.0903865072360421,0.4787298338820824,0.1467237396739135,42.037071843929525,0.0,-7.978905047762268,0.0,True,42.037071843929525
5.84,9.0,3.5,5.08,10.92,1.0050294708792094,2.5357752360321224e-22,0.11386382841790998,42.131078477591394,0.0,7.256384611562841,0.0,True,42.131078477591394
5.84,9.0,5.4,5.08,10.92,1.0050294708792094,6.717487402259638e-24,0.11386382841790998,42.131078477591394,0.0,7.281018057264609,0.0,True,42.131078477591394
5.84,9.0,7.0,5.08,10.92,1.0050294708792094,3.511044872342171e-17,0.11386382841790998,42.131078477591394,0.0,7.301762011539781,0.0,True,42.131078477591394
5.0,7.6,5.4,5.08,10.92,1.0906443839554876,0.47837682528971137,0.14587488645134183,42.15293400585904,0.0,-7.98547503793562,0.0,True,42.15293400585904
5.0,7.6,3.5,3.0,12.5,1.053865376000052,8.396185551927119e-18,0.39581606648193823,42.34732266534509,0.0,7.171147704917692,0.0,True,42.34732266534509
5.0,7.6,5.4,3.0,12.5,1.053865376000052,1.0024270143296715e-20,0.39581606648193823,42.34732266534509,0.0,7.468821386039637,0.0,True,42.34732266534509
5.0,7.6,7.0,3.0,12.5,1.053865376000052,2.8631831199563487e-18,0.39581606648193823,42.34732266534509,0.0,7.7194939596160115,0.0,True,42.34732266534509
5.0,9.0,3.5,5.08,12.5,1.0911804999137513,0.4751539969340047,0.15068273919301334,42.47544782238789,0.0,-7.891171429948708,0.0,True,42.47544782238789
5.0,5.0,7.0,5.08,9.0,1.093501464440218,0.48306625957554034,0.17441339402963696,42.58353084391474,0.0,-7.967390405495314,0.0,True,42.58353084391474
5.84,9.0,3.5,3.0,9.0,1.0078046256481163,4.751867509008779e-23,0.15360819710188345,42.75704249037233,0.0,7.260913717414339,0.0,True,42.75704249037233
5.84,9.0,5.4,3.0,9.0,1.0078046256481163,3.842091735190692e-17,0.15360819710188345,42.75704249037233,0.0,7.30574512602643,0.0,True,42.75704249037233
5.84,9.0,7.0,3.0,9.0,1.0078046256481163,4.941947969896517e-18,0.15360819710188345,42.75704249037233,0.0,7.343497891173458,0.0,True,42.75704249037233
5.84,7.6,3.5,7.0,12.5,1.00629530812904,1.5943196016600547e-22,0.12508746645158308,42.870814304611855,0.0,7.250877114020725,0.0,True,42.870814304611855
5.84,7.6,5.4,7.0,12.5,1.00629530812904,2.7494879351001656e-24,0.12508746645158308,42.870814304611855,0.0,7.280606175120949,0.0,True,42.870814304611855
5.84,7.6,7.0,7.0,12.5,1.00629530812904,2.9272858123983906e-17,0.12508746645158308,42.870814304611855,0.0,7.305641173942191,0.0,True,42.870814304611855
5.0,9.0,3.5,3.0,12.5,1.0459057741518452,1.3696057128734177e-20,0.34364866695749763,42.8741429450791,0.0,7.133904924891429,0.0,True,42.8741429450791
5.0,9.0,5.4,3.0,12.5,1.0459057741518452,2.936665585595405e-17,0.34364866695749763,42.8741429450791,0.0,7.358284296864593,0.0,True,42.8741429450791
5.0,9.0,7.0,3.0,12.5,1.0459057741518452,9.436431757020688e-20,0.34364866695749763,42.8741429450791,0.0,7.547235346947257,0.0,True,42.8741429450791
5.0,5.0,3.5,5.08,10.92,1.0991477805534255,0.4759216442794415,0.23398910682524854,42.9536622859824,0.0,-7.954430705374582,0.0,True,42.9536622859824
5.84,5.0,3.5,7.0,10.92,1.0741475547200583,0.4869340723863029,0.07223750545075236,43.170192148852095,0.0,-7.913545315833013,0.0,True,43.170192148852095
5.84,9.0,3.5,5.08,10.92,1.0739728091667888,0.4868045815966707,0.06407370822845027,43.32210329779754,0.0,-7.905407797926284,0.0,True,43.32210329779754
5.0,5.0,5.4,7.0,12.5,1.095754251922886,0.4789666620405834,0.18658990610421744,43.33226301348289,0.0,-8.01538325376733,0.0,True,43.33226301348289
5.0,5.0,3.5,3.0,9.0,1.1115400871037342,0.47888582567993854,0.3341436900353193,43.578159498777914,0.0,-8.041503183142016,0.0,True,43.578159498777914
5.84,7.6,3.5,7.0,12.5,1.074280457310352,0.48669213387792964,0.06919956046149933,43.69998864045833,0.0,-7.900523167916494,0.0,True,43.69998864045833
5.84,7.6,3.5,5.08,10.92,1.0101341433505626,1.8721124729264743e-23,0.17024776835570832,43.73823737158712,0.0,7.252274781964281,0.0,True,43.73823737158712
5.84,7.6,7.0,5.08,10.92,1.0101341433505626,2.7641036846786885e-18,0.17024776835570832,43.73823737158712,0.0,7.353719841169626,0.0,True,43.73823737158712
5.84,7.6,5.4,5.08,10.92,1.0101341433505628,3.3752738454214933e-17,0.17024776835570798,43.73823737158713,0.0,7.307344956961465,0.0,True,43.73823737158713
5.0,7.6,3.5,5.08,12.5,1.0980152864832051,0.47378634489215343,0.20636765090294984,43.88949730089807,0.0,-7.887131506405029,0.0,True,43.88949730089807
5.0,7.6,7.0,5.08,10.92,1.0952250251729665,0.4811121423257259,0.17294539333868475,43.98684410581803,0.0,-8.005665809729187,0.0,True,43.98684410581803
5.84,7.6,3.5,3.0,9.0,1.0144698638204284,1.3862054832563698e-17,0.22242067652456654,44.012029470187024,0.0,7.272626088800704,0.0,True,44.012029470187024
5.84,7.6,5.4,3.0,9.0,1.0144698638204284,4.3659594653065756e-18,0.22242067652456654,44.012029470187024,0.0,7.366620907757432,0.0,True,44.012029470187024
5.84,7.6,7.0,3.0,9.0,1.0144698638204284,2.206283534198194e-20,0.22242067652456654,44.012029470187024,0.0,7.4457744395104655,0.0,True,44.012029470187024
5.0,7.6,5.4,3.0,9.0,1.100244949664098,0.4809173010483922,0.22413944193780155,44.19047326276872,0.0,-8.021400990722793,0.0,True,44.19047326276872
5.0,9.0,7.0,3.0,9.0,1.0957997518062002,0.4818697461433119,0.1799512161442851,44.230147859143614,0.0,-7.969456895481137,0.0,True,44.230147859143614
