rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,unstable,max_real
5.0,9.0,7.0,5.08,10.92,1.8637522228716943e-20,6.251592164728359e-21,1.0,-50.18,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,7.0,12.5,1.915451172714972e-20,7.646875413662691e-21,1.0,-50.7,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,9.0,7.0,5.08,9.0,2.14901708933797e-20,7.290409441163136e-21,1.0,-50.18,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,7.0,10.92,2.1717416552355552e-20,8.707742021352443e-21,1.0,-50.7,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,9.0,7.0,7.0,9.0,2.2445885598821307e-20,1.344322582021565e-20,1.0,-52.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,9.0,7.0,3.0,12.5,2.291032974131136e-20,3.342410572153844e-21,1.0,-48.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,9.0,7.0,3.0,10.92,2.325373571131731e-20,3.40848081578795e-21,1.0,-48.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,5.08,12.5,2.3816203179775596e-20,4.772375933014037e-21,1.0,-48.78,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,9.0,7.0,3.0,9.0,2.3843507814028732e-20,3.522761290213567e-21,1.0,-48.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,5.08,10.92,2.5228528853488578e-20,5.112591118430549e-21,1.0,-48.78,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,7.0,9.0,2.673408723342102e-20,1.0791636166572265e-20,1.0,-50.7,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,5.08,9.0,2.778019969355889e-20,5.735955619546022e-21,1.0,-48.78,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,3.0,9.0,3.4438001556690965e-20,2.7032906128731605e-21,1.0,-46.7,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,5.0,7.0,7.0,12.5,3.4530827538849467e-20,5.548072024526133e-21,1.0,-48.1,0.0,20.119999999999997,0.0,True,20.119999999999997
5.84,9.0,7.0,7.0,12.5,3.468823904006603e-20,8.91898528976709e-21,1.0,-58.1648,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,3.0,10.92,3.476039116146567e-20,2.7389960477870484e-21,1.0,-46.7,0.0,20.119999999999997,0.0,True,20.119999999999997
5.0,7.6,7.0,3.0,12.5,3.4952826168364325e-20,2.7603059954927778e-21,1.0,-46.7,0.0,20.119999999999997,0.0,True,20.119999999999997
