a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,unstable
0.1,3.0,1.0,3.0,0.5,4.0,4.4570527549016815e-22,0.0,1.0,-1.5,0.0,-10.12,0.0,False
0.1,3.0,1.0,3.0,0.5,4.0,-2.6847019197460815e-23,-1.8329892812916482,3.5198872789975546,-55.40836245569082,0.0,82.38781076366864,0.0,True
0.1,3.0,1.0,3.0,0.5,4.0,-4.808582506017463e-25,0.6203175229988641,1.2885953720045848,-6.708057418687783,0.0,12.601157830709688,0.0,True
0.1,3.0,1.0,3.0,0.5,4.0,4.845750974995336,-4.186491588788594,8.274708239331174,2197.509249831154,0.0,311.5356894473757,0.0,True
0.1,3.0,1.0,3.0,0.5,6.0,1.0905760433916873e-21,0.0,1.0,-1.5,0.0,-10.12,0.0,False
0.1,3.0,1.0,3.0,0.5,6.0,-1.2103473147283354e-25,0.6606513798343443,1.2182301228385115,-7.009731240906875,0.0,11.858000215658079,0.0,True
0.1,3.0,1.0,3.0,0.5,6.0,1.1980083385450468,-1.2467403194188187e-19,0.7607960034627561,8.160375880571868,0.0,-19.779628601802553,0.0,True
0.1,3.0,1.0,3.0,0.5,8.0,1.584267866585969e-21,0.0,1.0,-1.5,0.0,-10.12,0.0,False
0.1,3.0,1.0,3.0,0.5,8.0,-1.6801154934778939e-19,0.6840537753671423,1.1754735878477653,-7.201115294422235,0.0,11.4499603473761,0.0,True
0.1,3.0,1.0,3.0,0.5,8.0,1.218821620935539,-3.7164534743183934e-19,0.8143092320425082,8.525587550299973,0.0,-19.82102936424164,0.0,True
0.1,3.0,1.0,3.0,0.5,10.0,1.9460389223622477e-21,0.0,1.0,-1.5,0.0,-10.12,0.0,False
0.1,3.0,1.0,3.0,0.5,10.0,6.606393274686437e-23,0.6993236796618852,1.1467160826807516,-7.33246421535483,0.0,11.19402697633918,0.0,True
0.1,3.0,1.0,3.0,0.5,10.0,1.2320985841816066,-1.3402860628110832e-21,0.8481933078857681,8.754858337402087,0.0,-19.842395826055967,0.0,True
0.1,3.0,1.0,3.0,0.5,12.0,2.2169841938259794e-21,0.0,1.0,-1.5,0.0,-10.12,0.0,False
0.1,3.0,1.0,3.0,0.5,12.0,1.628861397490638e-17,0.7100646385799393,1.1260479477404148,-7.427917999855392,0.0,11.019280452608632,0.0,True
