a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,max_real,unstable
0.1,6.5,5.0,9.0,5.0,8.0,0.920009723695357,2.4027570214649578e-29,0.20648322653686813,2.1285530802314088,0.0,-17.68782676084026,0.0,2.1285530802314088,True
0.1,4.5,7.0,5.0,5.0,8.0,0.8716677494705481,1.5412235766292758e-20,0.19270754294125902,4.94393797074625,0.0,-17.379176307449956,0.0,4.94393797074625,True
0.1,5.0,7.0,9.0,5.0,8.0,0.8629880798838409,1.6134485650476272e-19,0.2087047973520516,5.226011215031094,0.0,-17.0847590602865,0.0,5.226011215031094,True
0.1,5.0,7.0,5.0,5.0,8.0,0.8629880798838407,4.888599251942355e-21,0.20870479735205183,5.226011215031102,0.0,-17.258989830037542,0.0,5.226011215031102,True
0.1,5.0,7.0,7.0,5.0,8.0,0.8629880798838407,3.0189455316086214e-20,0.20870479735205183,5.226011215031102,0.0,-17.17187444516202,0.0,5.226011215031102,True
