rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,unstable
4.5,5.0,7.0,3.0,8.0,2.1383279697788734e-25,2.5941993538345088e-20,1.0,-8.0,0.0,-6.119999999999999,0.0,False
4.5,5.0,7.0,3.0,10.0,1.521917592791463e-24,-1.2183580519353372,2.039077439900969,-49.53167836346846,0.0,43.340404606947764,0.0,True
4.5,5.0,7.0,3.0,10.0,1.793770400606136e-24,0.3633133993182769,1.0923976382869411,-10.993343823400346,0.0,7.592850730798272,0.0,True
4.5,5.0,7.0,3.0,10.0,1.135453111771711,-2.8954728308724565e-21,0.290910427032366,12.826997553941757,0.0,-20.069732412944486,0.0,True
4.5,5.0,7.0,3.0,10.0,-0.586693831188625,3.934834560171356e-21,0.8106846916448673,12.508078411672567,0.0,-10.533158776724166,0.0,True
4.5,5.0,7.0,3.0,12.0,2.7404395466184066e-18,-1.3809945916235795,2.1125018695545865,-56.60363403151859,0.0,47.685894778775676,0.0,True
4.5,5.0,7.0,3.0,12.0,9.745175628166677e-26,0.3752257558021022,1.082130047893401,-10.91114979570735,0.0,7.411472910614034,0.0,True
4.5,5.0,7.0,3.0,12.0,1.1899148981165912,2.940187314808168e-19,0.3510469953184169,14.25834297725482,0.0,-20.540362218390314,0.0,True
4.5,5.0,7.0,3.0,12.0,-0.6071252868838662,3.6279407543782153e-19,0.8310578227620006,12.533938128841381,0.0,-10.441716783329412,0.0,True
4.5,5.0,7.0,5.0,8.0,-1.1356201777846499e-22,0.3476502122487058,1.1057530863169989,-13.551531823034892,0.0,7.835401229014966,0.0,True
4.5,5.0,7.0,5.0,8.0,1.0058604133286162,2.1056615969096107e-20,0.051479527092236355,6.52399572431729,0.0,-19.02021675897696,0.0,True
4.5,5.0,7.0,5.0,8.0,1.2737865405098885e-19,-1.0466728820401574,1.958583606748468,-50.36744182333919,0.0,38.83670364814349,0.0,True
4.5,5.0,7.0,5.0,8.0,1.9389445222977655e-24,9.16358476178578e-19,1.0,-10.0,0.0,-6.119999999999999,0.0,False
4.5,5.0,7.0,5.0,10.0,2.5824964106123552e-26,-1.2183580519353372,2.039077439900969,-57.84735197529464,0.0,43.340404606947764,0.0,True
4.5,5.0,7.0,5.0,10.0,6.021406597469159e-25,0.3633133993182767,1.0923976382869411,-13.380009023670116,0.0,7.592850730798262,0.0,True
4.5,5.0,7.0,5.0,10.0,1.0564052916858189,-1.3676736158116887e-22,0.1630058947736499,10.653990654662291,0.0,-19.462557568648823,0.0,True
4.5,5.0,7.0,5.0,10.0,2.395597953768376e-21,9.847426994151644e-19,1.0,-10.0,0.0,-6.119999999999998,0.0,False
4.5,5.0,7.0,5.0,12.0,1.4301968946913187e-20,-1.3809945916235797,2.1125018695545874,-65.52896232926187,0.0,47.68589477877573,0.0,True
4.5,5.0,7.0,5.0,12.0,3.136608334176731e-26,0.3752257558021023,1.082130047893401,-13.253160676814904,0.0,7.411472910614039,0.0,True
4.5,5.0,7.0,5.0,12.0,1.1090578692194875,-1.0530082340983174e-22,0.2312441517014564,12.986496014598801,0.0,-19.941237736201487,0.0,True
4.5,5.0,7.0,5.0,12.0,1.2722445756816874e-20,7.70506429819185e-19,1.0,-10.0,0.0,-6.12,0.0,False
4.5,5.0,9.0,1.0,8.0,-6.735488735108387e-27,0.22996952237441365,1.0594967288737553,-7.314830265148558,0.0,5.286517359887879,0.0,True
4.5,5.0,9.0,1.0,8.0,1.1789019511361694,-6.226916343177556e-22,0.3919582079532081,12.536010840025446,0.0,-19.867706259760087,0.0,True
4.5,5.0,9.0,1.0,8.0,1.3202440435838996e-27,3.770912495240697e-21,1.0,-6.0,0.0,-4.119999999999999,0.0,False
