a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,unstable,max_real
0.1,4.5,1.0,5.0,3.0,4.0,1.0100313643923133,1.0597395741051487e-20,0.10735706257582667,6.272477945090362,0.0,-19.03032794435421,0.0,True,6.272477945090362
0.1,4.5,1.0,7.0,3.0,4.0,1.0100313643923133,4.45374842482899e-21,0.10735706257582667,6.272477945090362,0.0,-19.007276866584387,0.0,True,6.272477945090362
0.1,4.5,5.0,3.0,3.0,6.0,1.0081565967498598,4.836593199179764e-21,0.06831858672726232,6.730787223819673,0.0,-19.051819095008785,0.0,True,6.730787223819673
0.1,4.5,5.0,5.0,3.0,6.0,1.0081565967498598,1.861164375400625e-20,0.06831858672726232,6.730787223819673,0.0,-19.042484236423967,0.0,True,6.730787223819673
0.1,4.5,5.0,7.0,3.0,6.0,1.0081565967498598,6.033169752156512e-20,0.06831858672726232,6.730787223819673,0.0,-19.033149377839145,0.0,True,6.730787223819673
