a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,max_real
0.1,4.0,1.0,3.0,7.0,8.0,0.995005425598144,1.4399044603855158e-28,0.13371867765147427,-3.078910647863098,0.0,12.441015433300963,0.0,12.441015433300963
0.1,3.0,1.0,3.0,7.0,8.0,0.992966622178356,5.5820811909461295e-31,0.13726512633474286,-2.1654128661126455,0.0,12.446897806080461,0.0,12.446897806080461
0.1,6.5,3.0,3.0,7.0,8.0,0.9892920706429974,2.881828294428908e-26,0.14363854909252927,-4.173568116957918,0.0,12.45765885438876,0.0,12.45765885438876
0.1,5.5,3.0,3.0,7.0,8.0,0.9864069954102237,4.446849990177642e-29,0.1486260844800531,-3.2167877686267725,0.0,12.466249924923888,0.0,12.466249924923888
0.1,6.5,1.0,5.0,7.0,8.0,0.9970986458010138,2.5432647451904977e-29,0.13007000422406134,-5.342811888103182,0.0,12.468878673795155,0.0,12.468878673795155
