a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag
0.1,3.0,1.0,5.0,7.0,12.0,0.6335197181932157,4.6267430662234856e-24,0.7658807805518933,0.39976130671687254,0.0,15.755869766222574,0.0
0.1,3.0,1.0,5.0,7.0,12.0,0.854185809589945,1.2988996579499313e-31,0.5743805182388493,-0.5811170986265838,0.0,14.229636053456069,0.0
0.1,3.0,1.0,5.0,7.0,14.0,1.4189533170071888e-21,-1.2508817305628318e-25,1.0,-1.2999999670000002,0.0,18.1199998688,0.0
0.1,3.0,1.0,7.0,0.5,6.0,1.3249762858137735e-21,-8.421739278662757e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,0.5,8.0,1.345306928969987e-21,-8.484349720410831e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,0.5,10.0,1.357616869893133e-21,-8.521652980466469e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,0.5,12.0,1.3658697875331486e-21,-8.546421055848871e-26,1.0,-1.2999999670000004,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,0.5,14.0,1.371787910396538e-21,-8.564053021526934e-26,1.0,-1.299999967,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,1.0,6.0,1.3312572405173539e-21,-8.440576722411611e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,1.0,8.0,1.3500693642963404e-21,-8.498362478537401e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,1.0,10.0,1.361451541686074e-21,-8.532808583001942e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,1.0,12.0,1.3690793343903563e-21,-8.555683392211814e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,1.0,14.0,1.3745474657498587e-21,-8.57197953288045e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,3.0,6.0,1.3566024894323274e-21,-8.515440392689063e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,3.0,8.0,1.3692441873868858e-21,-8.554126932667958e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,3.0,10.0,1.3768714436657526e-21,-8.577240403116538e-26,1.0,-1.299999967,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,3.0,12.0,1.3819738086224966e-21,-8.592593146261216e-26,1.0,-1.299999967,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,3.0,14.0,1.3856271307596582e-21,-8.603549376528846e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,5.0,6.0,1.382304909321636e-21,-8.589470674560979e-26,1.0,-1.2999999670000004,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,5.0,6.0,0.5169341926674625,-2.523262372063814e-19,0.777315867042699,0.7949407331063677,0.0,17.151796058828314,0.0
0.1,3.0,1.0,7.0,5.0,6.0,0.9865884206565341,-1.404308249539791e-28,0.18886940685537146,-1.9716075510813704,0.0,12.649417472008869,0.0
0.1,3.0,1.0,7.0,5.0,8.0,1.3886207253663398e-21,-8.60941190727956e-26,1.0,-1.299999967,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,5.0,8.0,0.6007262241237863,5.325808427641255e-24,0.7744550022812365,0.5158623582557367,0.0,17.051418445409993,0.0
0.1,3.0,1.0,7.0,5.0,8.0,0.8961133981567005,-1.8361668671406243e-24,0.4981129860275316,-0.8609554141689016,0.0,14.262581472201443,0.0
0.1,3.0,1.0,7.0,5.0,10.0,1.392420605237917e-21,-8.62135236478597e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,5.0,12.0,1.3949584528115472e-21,-8.629298751736512e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,5.0,14.0,1.3967730159092855e-21,-8.634965916153668e-26,1.0,-1.299999967,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,7.0,6.0,1.4083678449555178e-21,-8.662644148719237e-26,1.0,-1.299999967,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,7.0,6.0,0.4526454983787555,-8.068509886051037e-23,0.7609640615970227,0.991993508688544,0.0,17.021846909165774,0.0
0.1,3.0,1.0,7.0,7.0,8.0,1.4082006001327237e-21,-8.664214474958692e-26,1.0,-1.299999967,0.0,20.1199998688,0.0
0.1,3.0,1.0,7.0,7.0,8.0,0.5062657023674224,-2.2272037356442592e-19,0.7757331587806179,0.8287319546289643,0.0,17.142667732791043,0.0
0.1,3.0,1.0,7.0,7.0,8.0,0.992966622178356,-2.4629926501561216e-27,0.13726512633474286,-2.1654128661126455,0.0,12.522264665711232,0.0
0.1,3.0,1.0,7.0,7.0,10.0,1.408100244403805e-21,-8.665150476911665e-26,1.0,-1.2999999670000002,0.0,20.1199998688,0.0
